2025-04-27 17:01:11,BIE NE74,GRANTED,daten/screenshots/detection_20250427_170111.jpg
2025-04-27 17:01:12,BIENE74,GRANTED,daten/screenshots/detection_20250427_170112.jpg
2025-04-27 17:01:14,BLENE74,DENIED,daten/screenshots/detection_20250427_170114.jpg
2025-04-27 17:01:18,,DENIED,daten/screenshots/detection_20250427_170118.jpg
2025-04-27 17:01:31,BIE NE 74,GRANTED,daten/screenshots/detection_20250427_170131.jpg
2025-04-27 17:01:38,BENE74,DENIED,daten/screenshots/detection_20250427_170137.jpg
2025-04-27 17:01:41,BIENE 77,DENIED,daten/screenshots/detection_20250427_170141.jpg
2025-04-28 09:38:47,None,DENIED,daten/screenshots/detection_20250428_093846.jpg
2025-04-28 09:40:40,None,DENIED,daten/screenshots/detection_20250428_094040.jpg
2025-04-28 09:40:48,AAAA 000,GRANTED,daten/screenshots/detection_20250428_094048.jpg
2025-04-28 09:40:50,AAA 000,DENIED,daten/screenshots/detection_20250428_094050.jpg
2025-04-28 11:05:11,None,DENIED,daten/screenshots/detection_20250428_110511.jpg
2025-04-28 11:14:14,None,DENIED,daten/screenshots/detection_20250428_111414.jpg
2025-04-28 11:14:25,BIENE74,GRANTED,daten/screenshots/detection_20250428_111425.jpg
2025-04-28 11:14:26,BIENF 74,DENIED,daten/screenshots/detection_20250428_111426.jpg
2025-04-28 11:14:30,BIENE 74,GRANTED,daten/screenshots/detection_20250428_111430.jpg
2025-04-28 11:14:35,BIE74,DENIED,daten/screenshots/detection_20250428_111435.jpg
2025-04-28 22:44:21,None,DENIED,daten/screenshots/detection_20250428_224420.jpg
2025-04-28 22:45:28,BIENE74,GRANTED,daten/screenshots/detection_20250428_224528.jpg
2025-04-28 22:50:24,None,DENIED,daten/screenshots/detection_20250428_225023.jpg
2025-04-28 22:50:38,BIENE74,GRANTED,daten/screenshots/detection_20250428_225038.jpg
2025-04-29 13:03:34,None,DENIED,daten/screenshots/detection_20250429_130333.jpg
2025-04-29 13:03:43,BIENE74,GRANTED,daten/screenshots/detection_20250429_130343.jpg
2025-04-29 13:08:14,None,DENIED,daten/screenshots/detection_20250429_130814.jpg
2025-04-29 13:08:27,BENE74,GRANTED,daten/screenshots/detection_20250429_130827.jpg
2025-04-29 13:08:29,BIENE74,GRANTED,daten/screenshots/detection_20250429_130829.jpg
2025-04-29 13:10:23,None,DENIED,daten/screenshots/detection_20250429_131023.jpg
2025-04-29 13:11:02,BIL,DENIED,daten/screenshots/detection_20250429_131102.jpg
2025-04-29 13:11:08,BIENE74,GRANTED,daten/screenshots/detection_20250429_131108.jpg
2025-04-29 16:07:18,None,DENIED,daten/screenshots/detection_20250429_160718.jpg
2025-04-29 16:07:32,BIE_NE74,DENIED,daten/screenshots/detection_20250429_160732.jpg
2025-04-29 16:07:34,BIE NE74,GRANTED,daten/screenshots/detection_20250429_160734.jpg
